,NMDGF,sample_year,NK,taxon_name,intermediate,sex,uncertain_sex,bursa,length_mm_1,length_mm_2,length_mm_3,anterior_width,poserior_width,width_2nd_curve,width_straight_mdpt,mass_trachea+syrinx,segment_count1,segment_count2,taxon.name,tail,wing.chord,anterior.culmen,posterior.culmen,tarsus,data.origin,mass,width_1st_curve,mean_trachea_length,segment_count_mean,County,Date,Age,trachea.diameter,segment_width,prop_trachea,log_mass,mass13,log_mtl,sus,BMI.tars,BMI.trach,BMI.wing,glottis_opening_length,larynx_width,brochus_width,syrnix_length_middle
124,3,2020,281781,Antigone canadensis tabida,NA,M,0,Y,679,682,683,17.58,10.92,11.61,12.29,20.6,252,255,Antigone canadensis tabida,NA,528,82.01,95.17,239,MSB,5750,12.48,681.3333333,253.5,NA,NA,NA,NA,2.671895425,0.118492754,3.759667845,17.91523936,2.833359637,chill,10.5696679,1.300582393,2.165655131,,,,
6,4,2020,281782,Antigone canadensis tabida,NA,UNKOWN,1,NA,667,669,667,18.14,11.25,10.11,11.01,18.4,292,294,Antigone canadensis tabida,190,521,85.67,104.18,240,MSB,5300,10.24,667.6666667,293,NA,NA,NA,NA,2.270975057,0.125974843,3.72427587,17.43513401,2.824559695,chill,9.661458333,1.24837706,2.050169282,,,,
125,5,2020,281783,Antigone canadensis tabida,NA,M,0,N,741,746,744,15.26,10.53,11.8,10.69,20.8,285,282,Antigone canadensis tabida,207,544,99.05,108.01,258,MSB,6500,10.57,743.6666667,283.5,NA,NA,NA,NA,2.637115839,0.114410256,3.812913357,18.66255578,2.871378316,chill,10.25329007,1.234087702,2.30624189,,,,
126,6,2020,281784,Antigone canadensis tabida,NA,M,0,N,733,739,737,15.4,10.18,10.98,10.03,22.7,295,296,Antigone canadensis tabida,196,535,82.54,99.36,242,MSB,5850,10.5,736.3333333,295.5,NA,NA,NA,NA,2.487612613,0.125868946,3.767155866,18.0184995,2.867074461,chill,10.48852537,1.132912172,2.146038955,,,,
127,10,2020,281785,Antigone canadensis tabida,NA,M,0,Y,667,669,673,16,10.7,9.96,11.63,22,292,286,Antigone canadensis tabida,175,512,86.66,99.96,238,MSB,5300,10.1,669.6666667,289,NA,NA,NA,NA,2.341491841,0.126352201,3.72427587,17.43513401,2.825858682,chill,9.824518043,1.240931488,2.122879028,,,,
128,12,2020,281787,Antigone canadensis tabida,NA,F,0,Y,561,560,653,12.93,9.92,11.3,8.83,14.4,262,262,Antigone canadensis tabida,186,501,75.47,89.79,238,MSB,4650,9.63,591.3333333,262,NA,NA,NA,NA,2.256997455,0.127168459,3.667452953,16.69107535,2.771832361,chill,8.61962432,1.396296117,1.945211374,,,,
129,24,2020,281788,Antigone canadensis canadensis,NA,M,0,N,702,700,701,14.49,9.97,9.43,9.1,15,306,301,Antigone canadensis canadensis,168,468,64.04,78.36,200,MSB,3350,NA,701,303.5,NA,NA,NA,NA,2.328903654,0.209253731,3.525044807,14.96287114,2.845718018,chill,8.79375,0.715810509,1.605988385,,,,
130,25,2020,281789,Antigone canadensis tabida,NA,M,0,N,592,591,594,16.59,11.03,10.86,9.93,18.8,281,279,Antigone canadensis tabida,180,499,83.82,97.35,235,MSB,4800,11.19,592.3333333,280,NA,NA,NA,NA,2.123058542,0.123402778,3.681241237,16.86865331,2.772566173,sus,9.126301494,1.436475391,2.024088257,13.88,14.23,14.54,3.54
131,26,2020,281790,Antigone canadensis tabida,NA,F,0,N,615,612,614,15.89,9.84,10.34,8.82,19.4,272,280,Antigone canadensis tabida,180,510,88.06,102.81,221,MSB,4600,9.81,613.6666667,276,NA,NA,NA,NA,2.191666667,0.133405797,3.662757832,16.63103499,2.787932534,chill,9.889232407,1.282572911,1.856978085,,,,
132,74,2020,281792,Antigone canadensis tabida,NA,M,0,N,702,706,703,14.33,10.18,10.02,9.91,19.3,267,269,Antigone canadensis tabida,197,499,86.69,104.36,221,MSB,4800,9.89,703.6666667,268,NA,NA,NA,NA,2.615861214,0.146597222,3.681241237,16.86865331,2.847366979,chill,10.31919903,1.017879996,2.024088257,,,,
7,75,2020,281793,Antigone canadensis tabida,NA,M,1,N,605,600,605,15.57,10.35,10.19,10.99,13.3,291,287,Antigone canadensis tabida,159,494,74.18,92.59,237,MSB,4850,9.86,603.3333333,289,NA,NA,NA,NA,2.102206736,0.124398625,3.685741739,16.92702281,2.78055732,sus,9.066388933,1.398995757,2.086782278,,,,
133,79,2020,281795,Antigone canadensis tabida,NA,F,0,NA,576,575,577,13.78,8.92,10.47,7.96,14.8,282,277,Antigone canadensis tabida,187,506,70.63,83.07,209,MSB,4750,10.46,576,279.5,NA,NA,NA,NA,2.079422383,0.121263158,3.67669361,16.80987703,2.760422483,chill,11.41800783,1.503273293,1.947968254,,,,
134,82,2020,281796,Antigone canadensis tabida,NA,M,0,Y,708,710,713,17.26,10.18,11.86,10.26,19.4,315,312,Antigone canadensis tabida,NA,518,83.15,99.59,239,MSB,5250,10.14,710.3333333,313.5,NA,NA,NA,NA,2.276709402,0.135301587,3.720159303,17.38013322,2.851462195,chill,9.650566342,1.09250696,2.054419284,,,,
135,83,2020,281797,Antigone canadensis tabida,NA,M,0,Y,690,684,691,13.5,11.35,10.65,10.34,18,296,295,Antigone canadensis tabida,182,500,84.95,104.59,245,MSB,4900,10.62,688.3333333,295.5,NA,NA,NA,NA,2.333333333,0.14047619,3.69019608,16.98499252,2.837798801,chill,8.571428571,1.085894858,2.058,,,,
136,85,2020,281798,Antigone canadensis tabida,NA,F,0,Y,585,590,587,14.73,9.6,11.43,9.21,16.3,284,287,Antigone canadensis tabida,180,464,76.52,92.6,222,MSB,4350,11.41,587.3333333,285.5,NA,NA,NA,NA,2.046457607,0.135019157,3.638489257,16.32411901,2.768884649,chill,9.26771366,1.324064853,2.121497845,,,,
8,86,2020,281799,Antigone canadensis tabida,NA,F,1,N,530,533,535,13.48,9.52,10.37,8.25,12.3,251,251,Antigone canadensis tabida,190,510,75.88,86.62,227,MSB,4700,9.66,532.6666667,251,NA,NA,NA,NA,2.122177955,0.113333333,3.672097858,16.75068684,2.72645552,chill,9.577131324,1.739306486,1.897347174,,,,
137,87,2020,281800,Antigone canadensis tabida,NA,UNKOWN,0,N,645,642,641,17.83,10.9,11.53,11.22,20.1,300,303,Antigone canadensis tabida,189,518,80.42,98.27,248,MSB,5450,10.65,642.6666667,301.5,NA,NA,NA,NA,2.121012101,0.117920489,3.736396502,17.59808864,2.807985775,chill,9.304272893,1.385524634,2.132682876,,,,
138,88,2020,281801,Antigone canadensis tabida,NA,M,0,N,735,737,733,15.26,11.01,10.15,9.98,21.8,306,311,Antigone canadensis tabida,206,561,91.61,108.72,250,MSB,5600,11.63,735,308.5,NA,NA,NA,NA,2.363344051,0.13125,3.748188027,17.75808003,2.866287339,chill,9.408,1.088435374,1.868321466,,,,
9,89,2020,281802,Antigone canadensis tabida,NA,F,1,N,576,581,580,14.96,9.97,10.79,9.1,16.1,286,286,Antigone canadensis tabida,167,495,71.6,90.46,216,MSB,4550,8.97,579,286,NA,NA,NA,NA,2.024475524,0.127252747,3.658011397,16.57055796,2.762678564,chill,10.23984053,1.425094186,1.949801041,,,,
139,90,2020,281803,Antigone canadensis tabida,NA,F,0,N,634,631,635,14.01,9.13,8.91,9.29,11.9,NA,276,Antigone canadensis tabida,192,498,78.96,98.08,225,MSB,4950,9.97,633.3333333,NA,NA,NA,NA,NA,2.29468599,0.127946128,3.694605199,17.04256921,2.801632346,chill,10.26666667,1.295775623,2.095732327,13.01,13.25,13.44,
140,91,2020,281804,Antigone canadensis tabida,NA,UNKOWN,0,N,657,660,656,14.59,9.19,10.93,9.8,17.3,309,301,Antigone canadensis tabida,196,533,78.92,95.4,221,MSB,5050,10.56,657.6666667,305,NA,NA,NA,NA,2.184939092,0.130231023,3.703291378,17.15656972,2.818005831,chill,10.85665732,1.225939437,1.866492543,,,,
141,92,2020,281805,Antigone canadensis tabida,NA,M,0,Y,669,667,665,14.35,10.43,10.95,9.49,18.2,293,290,Antigone canadensis tabida,178,512,78.54,95.57,249,MSB,5050,13.15,667,291.5,NA,NA,NA,NA,2.3,0.132079208,3.703291378,17.15656972,2.824125834,chill,8.552281415,1.191870332,2.022743225,,,,
142,93,2020,281806,Antigone canadensis tabida,NA,F,0,N,631,634,633,14.33,11.9,12.53,8.84,18.1,281,274,Antigone canadensis tabida,192,510,74.51,90.02,221,MSB,5000,12.19,632.6666667,277.5,NA,NA,NA,NA,2.309002433,0.126533333,3.698970004,17.09975947,2.801174953,chill,10.74916566,1.311624127,2.018454441,,,,
143,95,2020,281807,Antigone canadensis tabida,NA,F,0,Y,619,632,629,12.76,10.61,9.23,8.81,NA,272,284,Antigone canadensis tabida,172,495,74.54,84.43,224,MSB,5250,11.19,626.6666667,278,NA,NA,NA,NA,2.20657277,0.119365079,3.720159303,17.38013322,2.797036595,chill,10.98632813,1.403703599,2.249770432,13.01,13.86,14.58,
144,97,2020,281809,Antigone canadensis tabida,NA,F,0,N,642,644,643,11.42,11.75,9.45,9.88,16.6,289,281,Antigone canadensis tabida,198,509,74.55,95.96,225,MSB,NA,10.7,643,285,NA,NA,NA,NA,2.288256228,NA,NA,NA,2.808210973,NA,NA,NA,NA,,,,
10,98,2020,281810,Antigone canadensis tabida,NA,F,1,NA,609,608,610,14.43,9.36,8.91,9.98,21.7,270,270,Antigone canadensis tabida,190,511,76.17,95.07,228,MSB,4900,8.17,609,270,NA,NA,NA,NA,2.255555556,0.124285714,3.69019608,16.98499252,2.784617293,chill,9.897276085,1.387237416,1.97035091,,,,
145,102,2020,281811,Antigone canadensis tabida,NA,M,0,NA,526,529,523,13.4,8.62,7.9,9.33,10.4,285,280,Antigone canadensis tabida,158,456,52.79,67.91,170,MSB,3100,NA,526,282.5,NA,NA,NA,NA,1.878571429,0.169677419,3.491361694,14.58099736,2.720985744,sus,11.26297578,1.176466336,1.565385503,,,,
146,103,2020,281812,Antigone canadensis canadensis,NA,F,0,NA,524,532,525,11.74,8.12,8.69,6.67,NA,271,271,Antigone canadensis canadensis,172,467,65.02,65.02,164,MSB,2900,8.86,527,271,NA,NA,NA,NA,1.944649446,0.181724138,3.462397998,14.26043147,2.721810615,NA,11.32138608,1.096392527,1.396218975,10.26,12.12,12.01,
147,1,2020,281813,Antigone canadensis tabida,NA,M,0,N,655,659,659,15.64,9.99,12.12,10.34,19.9,283,292,Antigone canadensis tabida,188,515,83.15,111.68,250,MSB,6050,11.3,657.6666667,287.5,NA,NA,NA,NA,2.252283105,0.108705234,3.781755375,18.22154194,2.818005831,chill,10.164,1.468699722,2.395136205,13.81,14.27,13.83,
148,2,2020,281814,Antigone canadensis tabida,NA,F,0,N,616,613,612,16.35,10.76,11.66,11.6,NA,NA,284,Antigone canadensis tabida,194,510,66.6,87.72,235,MSB,4900,11.53,613.6666667,NA,NA,NA,NA,NA,2.160798122,0.125238095,3.69019608,16.98499252,2.787932534,chill,9.316432775,1.366218971,1.978085352,12.99,13.4,14.7,
149,3,2020,281815,Antigone canadensis tabida,NA,F,0,Y,566,569,568,15.42,9.7,9.24,10.09,NA,276,276,Antigone canadensis tabida,180,511,69.68,89.9,228,MSB,4650,11.19,567.6666667,276,NA,NA,NA,NA,2.056763285,0.122078853,3.667452953,16.69107535,2.754093393,chill,9.392313019,1.515149425,1.869822802,13.06,13.09,13.29,
11,4,2020,281816,Antigone canadensis tabida,NA,UNKOWN,1,Y,650,645,644,18.07,10.76,11.75,11.78,NA,255,255,Antigone canadensis tabida,179,500,72.42,95.78,238,MSB,5300,11.14,646.3333333,255,NA,NA,NA,NA,2.534640523,0.121949686,3.72427587,17.43513401,2.810456554,chill,9.824518043,1.33214672,2.226,13.79,15.68,16.01,
150,6,2020,281818,Antigone canadensis tabida,NA,M,0,N,618,619,606,16.2,10.53,9.93,8.72,NA,NA,263,Antigone canadensis tabida,170,495,70.91,95.35,232,MSB,4900,9.37,614.3333333,NA,NA,NA,NA,NA,2.335868188,0.12537415,3.69019608,16.98499252,2.78840408,sus,9.558932818,1.363255373,2.099785736,12.91,15.18,14.36,
151,8,2020,281820,Antigone canadensis tabida,NA,F,0,N,607,602,609,15.13,11.53,11.32,11.52,17.7,272,290,Antigone canadensis tabida,200,517,75.65,95.1,230,MSB,5150,13.36,606,281,NA,NA,NA,NA,2.089655172,0.117669903,3.711807229,17.26907503,2.782472624,chill,10.2221172,1.472486358,2.023091111,,,,
152,9,2020,281821,Antigone canadensis tabida,NA,M,0,N,714,715,713,18.95,8.17,9.97,9.94,NA,NA,294,Antigone canadensis tabida,175,490,62.79,79,193,MSB,3950,9.62,714,NA,NA,NA,NA,NA,2.428571429,0.180759494,3.596597096,15.80759129,2.853698212,sus,11.1345271,0.813560718,1.727405248,11.95,13.86,12.32,
12,13,2020,281823,Antigone canadensis canadensis,NA,UNKOWN,1,N,613,615,612,14.77,10.23,9.09,8.31,13.8,288,283,Antigone canadensis canadensis,168,454,61.92,73.61,178,MSB,3900,8.23,613.3333333,285.5,NA,NA,NA,NA,2.167255595,0.157264957,3.591064607,15.74060917,2.787696568,chill,12.92450448,1.088581049,1.986745328,,,,
153,14,2020,281824,Antigone canadensis canadensis,NA,F,0,N,540,538,539,12.99,8.25,8.69,7.96,11.6,255,256,Antigone canadensis canadensis,174,470,58.78,72.85,183,MSB,3300,NA,539,255.5,NA,NA,NA,NA,2.10546875,0.163333333,3.51851394,14.88805553,2.731588765,chill,10.346681,1.192684866,1.568583069,,,,
154,55,2020,281825,Antigone canadensis tabida,NA,F,0,N,701,707,708,13.96,11.17,9.71,10.03,21.9,275,273,Antigone canadensis tabida,206,520,83.19,101.84,224,MSB,5350,9.24,705.3333333,274,NA,NA,NA,NA,2.583638584,0.131838006,3.728353782,17.48978996,2.848394409,chill,11.19559152,1.129156825,2.077477811,,,,
13,56,2020,281826,Antigone canadensis tabida,NA,UNKOWN,1,N,578,580,576,13.97,9.75,NA,9.21,16.2,269,272,Antigone canadensis tabida,183,515,81.75,102.3,224,MSB,4550,NA,578,270.5,NA,NA,NA,NA,2.125,0.127032967,3.658011397,16.57055796,2.761927838,chill,9.521484375,1.430029573,1.801300782,,,,
14,57,2020,281827,Antigone canadensis tabida,NA,F,1,NA,650,645,648,14.33,9.18,10.32,8.62,17,276,279,Antigone canadensis tabida,209,520,90.15,108.78,234,MSB,4950,9.26,647.6666667,277.5,NA,NA,NA,NA,2.321385902,0.130841751,3.694605199,17.04256921,2.811351546,chill,9.492110454,1.239057344,1.922152367,,,,
15,62,2020,281829,Antigone canadensis tabida,NA,F,1,N,654,650,653,15.7,10.4,10.31,10.16,19.3,256,262,Antigone canadensis tabida,195,534,85.22,105.95,235,MSB,4900,10.1,652.3333333,259,NA,NA,NA,NA,2.489821883,0.133129252,3.69019608,16.98499252,2.814469571,chill,9.316432775,1.209055501,1.804275554,,,,
155,63,2020,281830,Antigone canadensis tabida,NA,F,0,Y,655,654,652,14.8,9.45,9.7,9.61,19.8,279,285,Antigone canadensis tabida,194,499,74.68,99.05,214,MSB,4900,10.67,653.6666667,282,NA,NA,NA,NA,2.293567251,0.133401361,3.69019608,16.98499252,2.815356339,chill,11.23460564,1.204128127,2.066256762,,,,
156,64,2020,281831,Antigone canadensis tabida,NA,M,0,N,852,851,850,18.61,10.29,11.76,10.11,36.3,299,305,Antigone canadensis tabida,214,549,92.38,117.39,238,MSB,6350,11.14,851,302,NA,NA,NA,NA,2.790163934,0.134015748,3.802773725,18.51787899,2.92992956,chill,11.77088482,0.920669814,2.21216917,,,,
157,65,2020,281832,Antigone canadensis tabida,NA,M,0,N,753,750,749,17.1,9.53,11.93,9.76,26.8,281,273,Antigone canadensis tabida,222,549,88.15,117.99,234,MSB,5950,11.66,750.6666667,277,NA,NA,NA,NA,2.74969475,0.126162465,3.774516966,18.12058949,2.875447131,chill,11.40970853,1.108694778,2.072819931,,,,
158,66,2020,281833,Antigone canadensis tabida,NA,M,0,N,764,761,762,17.43,10.2,9.39,9.54,29.7,NA,NA,Antigone canadensis tabida,213,544,96.18,114.19,228,MSB,5700,10.3,762.3333333,NA,NA,NA,NA,NA,NA,0.13374269,3.755874856,17.86315988,2.88214491,chill,11.51315789,1.029850858,2.022396734,,,,
159,67,2020,281834,Antigone canadensis tabida,NA,M,0,N,735,734,737,16.03,10.1,12.01,11.36,19.9,289,284,Antigone canadensis tabida,211,528,93.19,118.25,218,MSB,5400,11.73,735.3333333,286.5,NA,NA,NA,NA,2.589201878,0.13617284,3.73239376,17.54410643,2.866484253,chill,11.9308139,1.048611345,2.033832645,,,,
160,68,2020,281835,Antigone canadensis tabida,NA,M,0,N,687,706,698,14.14,8.52,13.63,9.84,NA,288,288,Antigone canadensis tabida,184,527,87,102.2,218,MSB,5100,11.44,697,288,NA,NA,NA,NA,2.420138889,0.136666667,3.707570176,17.21300621,2.843232778,chill,11.26799091,1.102285054,1.928138581,,,,
161,69,2020,281836,Antigone canadensis tabida,NA,F,0,N,708,703,705,15.73,9.16,9.61,9.69,21.3,297,307,Antigone canadensis tabida,198,500,81.41,98.25,220,MSB,5050,10.01,705.3333333,302,NA,NA,NA,NA,2.297502714,0.139669967,3.703291378,17.15656972,2.848394409,chill,10.95557851,1.06583962,2.121,,,,
162,70,2020,281837,Antigone canadensis tabida,NA,M,0,N,710,708,710,16.85,9.66,10.44,10.15,18.7,278,277,Antigone canadensis tabida,187,514,80.25,99.15,232,MSB,5150,8.93,709.3333333,277.5,NA,NA,NA,NA,2.560770156,0.137734628,3.711807229,17.26907503,2.850850369,chill,10.04663347,1.074721137,2.046775879,,,,
163,21,2020,281838,Antigone canadensis tabida,NA,M,0,NA,756,751,757,15.06,10.63,10.87,9.96,22.2,299,298,Antigone canadensis tabida,193,501,79.05,94.65,225,MSB,5450,8.04,754.6666667,298.5,NA,NA,NA,NA,2.532438479,0.138470948,3.736396502,17.59808864,2.877755168,chill,11.3037037,1.004790374,2.279871395,,,,
164,72,2020,281839,Antigone canadensis tabida,NA,M,0,N,766,760,763,17.75,10.53,10.3,10.56,24,279,285,Antigone canadensis tabida,209,538,88.68,108.85,244,MSB,5900,10.91,763,282,NA,NA,NA,NA,2.677192982,0.129322034,3.770852012,18.06968869,2.882524538,chill,10.40546896,1.064123991,2.140310388,,,,
165,73,2020,281840,Antigone canadensis tabida,NA,M,0,N,706,701,708,18.16,11.85,9.77,10.5,20.7,287,294,Antigone canadensis tabida,214,535,84.18,105.19,232,MSB,5850,10.43,705,290.5,NA,NA,NA,NA,2.397959184,0.120512821,3.767155866,18.0184995,2.848189117,chill,11.4121953,1.235853327,2.146038955,11.81,15.37,15.01,
166,75,2020,281842,Antigone canadensis tabida,NA,F,0,NA,740,738,736,12.07,9.78,10.3,8.96,19.5,293,305,Antigone canadensis tabida,190,520,85.15,102.95,234,MSB,5300,11.93,738,299,NA,NA,NA,NA,2.419672131,0.139245283,3.72427587,17.43513401,2.868056362,chill,10.16326978,1.021768348,2.05806213,,,,
167,76,2020,281843,Antigone canadensis tabida,NA,M,0,N,667,664,669,15.93,10.26,12.46,11.36,22,277,285,Antigone canadensis tabida,206,518,88.38,108.65,228,MSB,5350,12.53,666.6666667,281,NA,NA,NA,NA,2.339181287,0.124610592,3.728353782,17.48978996,2.823908741,chill,10.8062096,1.2639375,2.09355108,,,,
168,7,2020,281844,Antigone canadensis tabida,NA,M,0,NA,734,728,732,17.63,10.51,11.69,11.15,27.5,NA,307,Antigone canadensis tabida,210,525,89.8,107.52,220,MSB,5400,9.67,731.3333333,NA,NA,NA,NA,NA,2.382193268,0.135432099,3.73239376,17.54410643,2.864115369,chill,11.71487603,1.060113395,2.057142857,,,,
169,78,2020,281845,Antigone canadensis canadensis,NA,M,0,N,643,647,643,12.37,7.43,9.4,8.5,8.7,293,286,Antigone canadensis canadensis,178,468,72.62,81.2,178,MSB,3050,8.47,644.3333333,289.5,NA,NA,NA,NA,2.252913753,0.211256831,3.484299839,14.50217962,2.809110599,chill,10.1076253,0.771379228,1.462168529,,,,
16,79,2020,281846,Antigone canadensis tabida,NA,M,1,N,688,692,695,16.44,10.87,10.34,10.56,21.8,302,307,Antigone canadensis tabida,209,537,87.88,105.55,225,MSB,5350,12.5,691.6666667,304.5,NA,NA,NA,NA,2.252985885,0.129283489,3.728353782,17.48978996,2.839896846,chill,11.0962963,1.174219771,1.948024926,13.7,15.47,15.76,
170,80,2020,281847,Antigone canadensis tabida,NA,F,0,N,648,645,650,16.31,10.37,9.9,8.94,19.8,281,279,Antigone canadensis tabida,209,515,81.62,97,220,MSB,4350,9.87,647.6666667,280,NA,NA,NA,NA,2.321385902,0.148888889,3.638489257,16.32411901,2.811351546,chill,9.436983471,1.088868575,1.722122726,,,,
171,83,2020,281848,Antigone canadensis canadensis,NA,M,0,N,646,647,641,12.57,9.26,10.49,9.19,14.5,274,273,Antigone canadensis canadensis,171,458,69.5,81.62,164,MSB,3300,9.43,644.6666667,273.5,NA,NA,NA,NA,2.361416361,0.195353535,3.51851394,14.88805553,2.809335215,chill,12.88295657,0.833744168,1.651856372,,,,
172,174,2021,281849,Antigone canadensis canadensis,NA,F,0,N,531,537,534,12.57,9.06,9.31,8.49,12,279,275,NA,NA,NA,NA,NA,NA,MSB,2950,9.28,534,277,NA,NA,NA,NA,1.941818182,0.181016949,3.469822016,14.34192142,2.727541257,chill,NA,1.086247528,NA,10.59,11.94,12.02,1.75
173,184,2021,281850,Antigone canadensis canadensis,NA,F,0,N,610,613,613,11.83,9.2,9.84,8.76,14.3,294,294,NA,NA,NA,NA,NA,NA,MSB,3450,9.63,612,294,NA,NA,NA,NA,2.081632653,0.177391304,3.537819095,15.11029808,2.786751422,chill,NA,0.967176086,NA,10.98,10.62,12.65,2.8
174,185,2021,281851,Antigone canadensis canadensis,NA,F,0,N,546,544,540,13.05,8.75,9.7,8.3,9.2,287,295,NA,NA,NA,NA,NA,NA,MSB,3350,9.69,543.3333333,291,NA,NA,NA,NA,1.84180791,0.162189055,3.525044807,14.96287114,2.73506635,chill,NA,1.191520193,NA,10.94,11.83,12.18,2.37
17,188,2021,281852,Antigone canadensis canadensis,NA,M,1,N,605,603,604,14.21,9.59,9.32,8.67,15.5,289,284,NA,NA,NA,NA,NA,NA,MSB,3700,10.54,604,286.5,NA,NA,NA,NA,2.126760563,0.163243243,3.568201724,15.46680374,2.781036939,chill,NA,1.064920398,NA,11.93,12.87,13.99,2.44
175,193,2021,281853,Antigone canadensis canadensis,NA,M,0,N,591,597,584,13.84,8.85,10.96,10.44,10.5,284,284,NA,NA,NA,NA,NA,NA,MSB,3500,13.6,590.6666667,284,NA,NA,NA,NA,2.079812207,0.168761905,3.544068044,15.18294486,2.771342463,chill,NA,1.053349316,NA,12.37,12.66,,3.37
18,196,2021,281854,Antigone canadensis canadensis,NA,M,1,N,662,660,663,14.2,9.99,10.4,9.22,12.7,293,283,NA,NA,NA,NA,NA,NA,MSB,3250,10.6,661.6666667,288,NA,NA,NA,NA,2.338044759,0.203589744,3.511883361,14.81248034,2.820639256,chill,NA,0.779460564,NA,11.15,12.48,13.81,3.08
176,201,2021,281856,Antigone canadensis canadensis,NA,F,0,N,570,575,578,12.81,8.14,9.7,8.06,10.1,294,284,NA,NA,NA,NA,NA,NA,MSB,3400,9.43,574.3333333,289,NA,NA,NA,NA,2.022300469,0.168921569,3.531478917,15.03694596,2.759164023,chill,NA,1.08228134,NA,,,,
177,218,2021,281857,Antigone canadensis canadensis,NA,M,0,N,702,697,699,14.48,10.1,11.04,9.35,15.1,289,291,NA,NA,NA,NA,NA,NA,MSB,3550,10.2,699.3333333,290,NA,NA,NA,NA,2.403207331,0.196995305,3.550228353,15.25490302,2.844684229,chill,NA,0.762165338,NA,,,,
19,220,2021,281858,Antigone canadensis canadensis,NA,M,1,N,644,645,644,13.95,10.6,8.99,9.56,19.6,304,307,NA,NA,NA,NA,NA,NA,MSB,3950,10.58,644.3333333,305.5,NA,NA,NA,NA,2.098805646,0.163122363,3.596597096,15.80759129,2.809110599,chill,NA,0.998999328,NA,,,,
178,235,2021,281859,Antigone canadensis canadensis,N,M,0,N,691,689,686,13.51,10.18,9.73,8.32,16.4,312,309,NA,NA,NA,NA,NA,NA,MSB,3500,9.38,688.6666667,310.5,NA,NA,NA,NA,2.228694714,0.196761905,3.544068044,15.18294486,2.838009062,chill,NA,0.774888505,NA,,,,
179,236,2021,281860,Antigone canadensis canadensis,N,M,0,N,680,676,680,14.83,9.87,10.59,9.5,15,310,303,NA,NA,NA,NA,NA,NA,MSB,3950,11,678.6666667,306.5,NA,NA,NA,NA,2.239823982,0.171814346,3.596597096,15.80759129,2.831656519,chill,NA,0.900478518,NA,,,,
180,237,2021,281861,Antigone canadensis canadensis,N,F,0,N,566,563,564,12.63,9.41,10.41,8.33,10.2,275,273,NA,NA,NA,NA,NA,NA,MSB,3450,9.27,564.3333333,274,NA,NA,NA,NA,2.067155067,0.163574879,3.537819095,15.11029808,2.751535703,chill,NA,1.137462237,NA,10.83,11.75,12.06,2.09
181,255,2021,281862,Antigone canadensis canadensis,NA,M,0,Y,546,544,547,14.96,8.75,10.4,8.39,10.5,315,306,NA,NA,NA,NA,NA,NA,MSB,2950,9.68,545.6666667,310.5,NA,NA,NA,NA,1.783224401,0.184971751,3.469822016,14.34192142,2.736927425,sus,NA,1.040294891,NA,12.14,12.1,12.34,3.83
182,257,2021,281863,Antigone canadensis canadensis,NA,F,0,N,586,593,593,13.56,8.69,9.58,9.03,10.9,309,312,NA,NA,NA,NA,NA,NA,MSB,3200,9.54,590.6666667,310.5,NA,NA,NA,NA,1.893162393,0.184583333,3.505149978,14.73612599,2.771342463,chill,NA,0.963062232,NA,9.65,12.1,12.29,2.61
183,261,2021,281864,Antigone canadensis canadensis,N,M,0,N,702,701,701,13.8,10.59,10.57,10.14,13.4,280,282,NA,NA,NA,NA,NA,NA,MSB,3600,10.67,701.3333333,281,NA,NA,NA,NA,2.486997636,0.194814815,3.556302501,15.32618865,2.845924481,chill,NA,0.768498171,NA,,,,
184,267,2021,281865,Antigone canadensis canadensis,NA,F,0,N,497,498,499,12.77,9.36,9.06,7.18,10.2,292,288,NA,NA,NA,NA,NA,NA,MSB,2750,9.61,498,290,NA,NA,NA,NA,1.729166667,0.181090909,3.439332694,14.01019665,2.697229343,chill,NA,1.164295737,NA,9.64,12.7,13.22,2.9
185,269,2021,281866,Antigone canadensis canadensis,NA,F,0,N,549,560,556,12.51,8.39,9.06,8.17,11,291,303,NA,NA,NA,NA,NA,NA,MSB,2950,8.51,555,297,NA,NA,NA,NA,1.831683168,0.188135593,3.469822016,14.34192142,2.744292983,chill,NA,1.005600195,NA,,,,
186,NA,2017,282667,Antigone canadensis canadensis,NA,M,0,Y,648,572,567,13.74,9.3,9.06,7.67,9.9,298,304,NA,NA,NA,NA,NA,NA,MSB,2350,9.94,595.6666667,301,NA,NA,NA,NA,1.959429825,0.253475177,3.371067862,13.29502895,2.775003298,sus,NA,0.695425427,NA,,,,
187,21,2022,283501,Antigone canadensis canadensis,NA,F,0,N,551,560,556,11.63,8.97,9.3,8.63,11,282,278,NA,NA,NA,NA,NA,NA,MSB,3000,9.34,555.6666667,280,NA,NA,NA,NA,1.998800959,0.185222222,3.477121255,14.4224957,2.744814345,chill,NA,1.020191882,NA,11.08,10.64,12.01,2.78
188,80,2022,283502,Antigone canadensis canadensis,N,M,0,Y,501,487,495,12.17,9.18,10.78,10.05,10.7,262,259,NA,NA,NA,NA,NA,NA,MSB,3050,10.22,494.3333333,260.5,NA,NA,NA,NA,1.908622909,0.162076503,3.484299839,14.50217962,2.694019896,sus,NA,1.310537178,NA,9.97,11.63,12.72,2.56
